stopid,displaystopid,shortname,fullname,latitude,longitude,lastupdated,OperatorName,routes,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,route21,route22,route23
2205,2205,Ballyfermot Rd,Ballyfermot Rd,53.34460111,-6.377038889,29/05/2017 09:46,bac,"18, 40, 76A, 76, , , , , , , , , , , , , , , , , , , ",18,40,76A,76,,,,,,,,,,,,,,,,,,,
2206,2206,Ballyfermot Rd,Ballyfermot Rd,53.344565,-6.377506944,29/05/2017 09:46,bac,"76, 76A, 40, 18, , , , , , , , , , , , , , , , , , , ",76,76A,40,18,,,,,,,,,,,,,,,,,,,
2207,2207,Kennelsfort Road,Kennelsfort Road,53.34675694,-6.379636944,29/05/2017 09:46,bac,"18, , , , , , , , , , , , , , , , , , , , , , ",18,,,,,,,,,,,,,,,,,,,,,,
2208,2208,Kennelsfort Road,Kennelsfort Road,53.34991,-6.37777,29/05/2017 09:46,bac,"18, , , , , , , , , , , , , , , , , , , , , , ",18,,,,,,,,,,,,,,,,,,,,,,
2210,2210,Kennelsfort Rd,Kennelsfort Rd,53.35242194,-6.378286944,29/05/2017 09:46,bac,"18, 26, , , , , , , , , , , , , , , , , , , , , ",18,26,,,,,,,,,,,,,,,,,,,,,
2211,2211,Kennelsfort Rd,Kennelsfort Rd,53.35395694,-6.374566944,29/05/2017 09:46,bac,"26, 18, , , , , , , , , , , , , , , , , , , , , ",26,18,,,,,,,,,,,,,,,,,,,,,
2212,2212,Palmerstown Village,Palmerstown Village,53.35596,-6.370921111,29/05/2017 09:46,bac,"18, , , , , , , , , , , , , , , , , , , , , , ",18,,,,,,,,,,,,,,,,,,,,,,
2213,2213,Lucan Road,Lucan Road,53.35571111,-6.39203,29/05/2017 09:46,bac,"25X, 25D, 25A, 25B, 25, 51D, 66, 67X, 67, 66A, 66X, 66B, , , , , , , , , , , ",25X,25D,25A,25B,25,51D,66,67X,67,66A,66X,66B,,,,,,,,,,,
2214,2214,Lucan Road,Lucan Road,53.35608889,-6.399918056,29/05/2017 09:46,bac,"66B, 66X, 66A, 67, 67X, 66, 25, 25B, 25A, 25D, 25X, , , , , , , , , , , , ",66B,66X,66A,67,67X,66,25,25B,25A,25D,25X,,,,,,,,,,,,
2215,2215,Lucan Road,Lucan Road,53.35830306,-6.409276944,29/05/2017 09:46,bac,"25X, 25D, 25A, 25B, 25, 66, 67X, 67, 66A, 66X, 66B, , , , , , , , , , , , ",25X,25D,25A,25B,25,66,67X,67,66A,66X,66B,,,,,,,,,,,,
2216,2216,Lucan Road,Lucan Road,53.35885694,-6.415933056,29/05/2017 09:46,bac,"66B, 66A, 67, 66, 25, 25B, 25A, 25D, 25X, , , , , , , , , , , , , , ",66B,66A,67,66,25,25B,25A,25D,25X,,,,,,,,,,,,,,
2217,2217,Lucan Road,Lucan Road,53.359595,-6.427033056,29/05/2017 09:46,bac,"25X, 25, 66, 67, 66A, 66B, , , , , , , , , , , , , , , , , ",25X,25,66,67,66A,66B,,,,,,,,,,,,,,,,,
2218,2218,Lucan Road,Lucan Road,53.359675,-6.432443056,29/05/2017 09:46,bac,"66B, 66A, 67, 66, 25, 25X, , , , , , , , , , , , , , , , , ",66B,66A,67,66,25,25X,,,,,,,,,,,,,,,,,
2219,2219,Lucan Road,Lucan Road,53.360055,-6.436683056,29/05/2017 09:46,bac,"25X, 25, 66, 67, 66A, 66B, , , , , , , , , , , , , , , , , ",25X,25,66,67,66A,66B,,,,,,,,,,,,,,,,,
2220,2220,Lucan Hill,Lucan Hill,53.35964306,-6.440581111,29/05/2017 09:46,bac,"25, , , , , , , , , , , , , , , , , , , , , , ",25,,,,,,,,,,,,,,,,,,,,,,
2221,2221,The Old Hill,The Old Hill,53.35897611,-6.444791944,29/05/2017 09:46,bac,"25, , , , , , , , , , , , , , , , , , , , , , ",25,,,,,,,,,,,,,,,,,,,,,,
2223,2223,Main St Lucan,Main St Lucan,53.358525,-6.449045,29/05/2017 09:46,bac,"25, 239, , , , , , , , , , , , , , , , , , , , , ",25,239,,,,,,,,,,,,,,,,,,,,,
2224,2224,Main St Lucan,Main St Lucan,53.35727389,-6.449733889,29/05/2017 09:46,bac,"239, 25, , , , , , , , , , , , , , , , , , , , , ",239,25,,,,,,,,,,,,,,,,,,,,,
2225,2225,Adamstown Road,Adamstown Road,53.34947111,-6.450081111,29/05/2017 09:46,bac,"239, 25D, , , , , , , , , , , , , , , , , , , , , ",239,25D,,,,,,,,,,,,,,,,,,,,,
2226,2226,Westmanstown,Westmanstown,53.37026611,-6.456506944,29/05/2017 09:46,bac,"239, , , , , , , , , , , , , , , , , , , , , , ",239,,,,,,,,,,,,,,,,,,,,,,
2227,2227,Adamstown Road,Adamstown Road,53.34946611,-6.450301111,29/05/2017 09:46,bac,"239, 25D, , , , , , , , , , , , , , , , , , , , , ",239,25D,,,,,,,,,,,,,,,,,,,,,
2228,2228,Westmanstown,Westmanstown,53.3713,-6.455863056,29/05/2017 09:46,bac,"239, , , , , , , , , , , , , , , , , , , , , , ",239,,,,,,,,,,,,,,,,,,,,,,
2229,2229,Main St Lucan,Main St Lucan,53.358605,-6.448858889,29/05/2017 09:46,bac,"239, 25, , , , , , , , , , , , , , , , , , , , , ",239,25,,,,,,,,,,,,,,,,,,,,,
2230,2230,Main St Lucan,Main St Lucan,53.35905,-6.445131111,29/05/2017 09:46,bac,"25, , , , , , , , , , , , , , , , , , , , , , ",25,,,,,,,,,,,,,,,,,,,,,,
2231,2231,Lucan Hill,Lucan Hill,53.36004,-6.439295,29/05/2017 09:46,bac,"25, , , , , , , , , , , , , , , , , , , , , , ",25,,,,,,,,,,,,,,,,,,,,,,
2232,2232,Lucan Road,Lucan Road,53.35973306,-6.430948889,29/05/2017 09:46,bac,"25, 25X, 66B, 66A, 67, 66, , , , , , , , , , , , , , , , , ",25,25X,66B,66A,67,66,,,,,,,,,,,,,,,,,
2233,2233,Lucan Road,Lucan Road,53.36008806,-6.435156944,29/05/2017 09:46,bac,"66, 67, 66A, 66B, 25X, 25, , , , , , , , , , , , , , , , , ",66,67,66A,66B,25X,25,,,,,,,,,,,,,,,,,
2234,2234,Lucan Road,Lucan Road,53.359335,-6.424381944,29/05/2017 09:46,bac,"25, 25X, 25A, 25B, 66B, 66A, 67, 66, , , , , , , , , , , , , , , ",25,25X,25A,25B,66B,66A,67,66,,,,,,,,,,,,,,,
2235,2235,Lucan Road,Lucan Road,53.35901611,-6.420723056,29/05/2017 09:46,bac,"66, 67, 66A, 66B, 25B, 25A, 25X, 25, , , , , , , , , , , , , , , ",66,67,66A,66B,25B,25A,25X,25,,,,,,,,,,,,,,,
2236,2236,Lucan Road,Lucan Road,53.35884694,-6.410863056,29/05/2017 09:46,bac,"25, 25D, 25A, 25B, 66B, 66X, 66A, 67, 67X, 66, , , , , , , , , , , , , ",25,25D,25A,25B,66B,66X,66A,67,67X,66,,,,,,,,,,,,,
2237,2237,Lucan Road,Lucan Road,53.3585,-6.408861111,29/05/2017 09:46,bac,"66, 67, 66A, 66B, 25B, 25A, 25D, 25, , , , , , , , , , , , , , , ",66,67,66A,66B,25B,25A,25D,25,,,,,,,,,,,,,,,
2238,2238,Lucan Road,Lucan Road,53.35775389,-6.4052,29/05/2017 09:46,bac,"25, 25D, 25A, 25B, 66B, 66A, 67, 66, , , , , , , , , , , , , , , ",25,25D,25A,25B,66B,66A,67,66,,,,,,,,,,,,,,,
2239,2239,Lucan Road,Lucan Road,53.356,-6.3919,29/05/2017 09:46,bac,"66, 51D, 67, 66A, 66B, 66X, 67X, 25B, 25A, 25D, 25X, 25, , , , , , , , , , , ",66,51D,67,66A,66B,66X,67X,25B,25A,25D,25X,25,,,,,,,,,,,
2241,2241,Lucan Road,Lucan Road,53.35492389,-6.371258889,29/05/2017 09:46,bac,"25, 25X, 26, 25D, 25A, 25B, 67X, 66X, 66B, 66A, 67, 51D, 66, 76A, , , , , , , , , ",25,25X,26,25D,25A,25B,67X,66X,66B,66A,67,51D,66,76A,,,,,,,,,
2242,2242,Lucan Road,Lucan Road,53.35392389,-6.366988889,29/05/2017 09:46,bac,"76A, 66, 51D, 67, 66A, 66B, 66X, 67X, 25B, 25A, 25D, 26, 25X, 25, , , , , , , , , ",76A,66,51D,67,66A,66B,66X,67X,25B,25A,25D,26,25X,25,,,,,,,,,
2243,2243,Lucan Road,Lucan Road,53.35196694,-6.355685,29/05/2017 09:46,bac,"25, 26, 66B, 66A, 67, 66, 76A, 76, , , , , , , , , , , , , , , ",25,26,66B,66A,67,66,76A,76,,,,,,,,,,,,,,,
2244,2244,Lucan Road,Lucan Road,53.35088,-6.351591944,29/05/2017 09:46,bac,"66, 67, 66A, 66B, 26, 25, , , , , , , , , , , , , , , , , ",66,67,66A,66B,26,25,,,,,,,,,,,,,,,,,
2245,2245,Lucan Road,Lucan Road,53.34946389,-6.348271944,29/05/2017 09:46,bac,"25, 26, 66B, 66A, 67, 66, , , , , , , , , , , , , , , , , ",25,26,66B,66A,67,66,,,,,,,,,,,,,,,,,
2246,2246,Chapelizod,Chapelizod,53.34830611,-6.343636944,29/05/2017 09:46,bac,"66, 67, 66A, 66B, 26, 25, , , , , , , , , , , , , , , , , ",66,67,66A,66B,26,25,,,,,,,,,,,,,,,,,
2247,2247,Chapelizod Rd,Chapelizod Rd,53.34675111,-6.336281111,29/05/2017 09:46,bac,"25, 26, 66B, 66A, 67, 66, , , , , , , , , , , , , , , , , ",25,26,66B,66A,67,66,,,,,,,,,,,,,,,,,
2248,2248,Chapelizod Rd,Chapelizod Rd,53.34631806,-6.327863889,29/05/2017 09:46,bac,"66, 67, 66A, 66B, 26, 25, , , , , , , , , , , , , , , , , ",66,67,66A,66B,26,25,,,,,,,,,,,,,,,,,
2249,2249,Chapelizod Rd,Chapelizod Rd,53.34652806,-6.321123889,29/05/2017 09:46,bac,"25, 26, 66B, 66A, 67, 66, , , , , , , , , , , , , , , , , ",25,26,66B,66A,67,66,,,,,,,,,,,,,,,,,
2250,2250,Chapelizod Rd,Chapelizod Rd,53.347435,-6.315308056,29/05/2017 09:46,bac,"66, 67, 66A, 66B, 26, 25, , , , , , , , , , , , , , , , , ",66,67,66A,66B,26,25,,,,,,,,,,,,,,,,,
2251,2251,Chapelizod Rd,Chapelizod Rd,53.34812611,-6.310968056,29/05/2017 09:46,bac,"25, 26, 66B, 66A, 67, 66, , , , , , , , , , , , , , , , , ",25,26,66B,66A,67,66,,,,,,,,,,,,,,,,,
2255,2255,East Wall Rd,East Wall Rd,53.36022889,-6.238251111,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2256,2256,West Road,West Road,53.35834611,-6.235628056,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2257,2257,West Road,West Road,53.35638194,-6.238186944,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2258,2258,St. Mary's Road,St. Mary's Road,53.35464889,-6.237986944,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2259,2259,Church Road,Church Road,53.35353306,-6.236706944,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2260,2260,Church Road,Church Road,53.35177889,-6.235023889,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2261,2261,Church Road,Church Road,53.35263889,-6.232396111,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2262,2262,East Wall Rd,East Wall Rd,53.35352306,-6.226581944,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2264,2264,Alexandra Road,Alexandra Road,53.35111,-6.221933056,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2265,2265,Tolka Quay Road,Tolka Quay Road,53.35218,-6.217893889,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2266,2266,Promenade Road,Promenade Road,53.35364111,-6.212788056,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2269,2269,Alexandra Road,Alexandra Road,53.35030694,-6.203328056,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2270,2270,Alexandra Road,Alexandra Road,53.34569194,-6.195598056,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2274,2274,Alexandra Road,Alexandra Road,53.35018389,-6.203616111,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2278,2278,East Road,East Road,53.35448611,-6.229741111,29/05/2017 09:46,bac,"53, 151, , , , , , , , , , , , , , , , , , , , , ",53,151,,,,,,,,,,,,,,,,,,,,,
2279,2279,East Road,East Road,53.352955,-6.231606111,29/05/2017 09:46,bac,"151, 53, , , , , , , , , , , , , , , , , , , , , ",151,53,,,,,,,,,,,,,,,,,,,,,
2280,2280,Church Road,Church Road,53.35231194,-6.237038056,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2281,2281,Church Road,Church Road,53.35365889,-6.236713056,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2282,2282,St. Mary's Road,St. Mary's Road,53.35483806,-6.238508889,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2283,2283,West Road,West Road,53.358325,-6.235923889,29/05/2017 09:46,bac,"53, , , , , , , , , , , , , , , , , , , , , , ",53,,,,,,,,,,,,,,,,,,,,,,
2289,2289,Blackcourt Rd,Blackcourt Rd,53.40112,-6.374908056,29/05/2017 09:46,bac,"38B, 38, 238, 220, , , , , , , , , , , , , , , , , , , ",38B,38,238,220,,,,,,,,,,,,,,,,,,,
2290,2290,Waterville Terrace,Waterville Terrace,53.391885,-6.37209,29/05/2017 09:46,bac,"220, 17A, , , , , , , , , , , , , , , , , , , , , ",220,17A,,,,,,,,,,,,,,,,,,,,,
2294,2294,Mill Road,Mill Road,53.38983806,-6.370306944,29/05/2017 09:46,bac,"17A, 220, , , , , , , , , , , , , , , , , , , , , ",17A,220,,,,,,,,,,,,,,,,,,,,,
2310,2310,Werburgh Street,Werburgh Street,53.34244806,-6.269795,29/05/2017 09:46,bac,"27, 151, 150, 56A, 77A, , , , , , , , , , , , , , , , , , ",27,151,150,56A,77A,,,,,,,,,,,,,,,,,,
2311,2311,Kevin Street,Kevin Street,53.3383,-6.2705,29/05/2017 09:46,bac,"77A, 56A, 150, 151, 27, , , , , , , , , , , , , , , , , , ",77A,56A,150,151,27,,,,,,,,,,,,,,,,,,
2312,2312,St. Luke's Avenue,St. Luke's Avenue,53.338875,-6.275476111,29/05/2017 09:46,bac,"27, 151, 56A, 77A, , , , , , , , , , , , , , , , , , , ",27,151,56A,77A,,,,,,,,,,,,,,,,,,,
2313,2313,St. Luke's Avenue,St. Luke's Avenue,53.33874389,-6.278466111,29/05/2017 09:46,bac,"77A, 56A, 151, 27, , , , , , , , , , , , , , , , , , , ",77A,56A,151,27,,,,,,,,,,,,,,,,,,,
2314,2314,Cork Street,Cork Street,53.33835389,-6.280816111,29/05/2017 09:46,bac,"27, 151, 56A, 77A, , , , , , , , , , , , , , , , , , , ",27,151,56A,77A,,,,,,,,,,,,,,,,,,,
2315,2315,Cork Street,Cork Street,53.33753194,-6.285228889,29/05/2017 09:46,bac,"77A, 56A, 151, 27, , , , , , , , , , , , , , , , , , , ",77A,56A,151,27,,,,,,,,,,,,,,,,,,,
2317,2317,St. Mary's Road,St. Mary's Road,53.32340806,-6.318851944,29/05/2017 09:46,bac,"18, 150, , , , , , , , , , , , , , , , , , , , , ",18,150,,,,,,,,,,,,,,,,,,,,,
2318,2318,St. Agnes Road,St. Agnes Road,53.32197389,-6.318826111,29/05/2017 09:46,bac,"150, 18, , , , , , , , , , , , , , , , , , , , , ",150,18,,,,,,,,,,,,,,,,,,,,,
2319,2319,St. Agnes Road,St. Agnes Road,53.319505,-6.315105,29/05/2017 09:46,bac,"18, 150, , , , , , , , , , , , , , , , , , , , , ",18,150,,,,,,,,,,,,,,,,,,,,,
2320,2320,Whitehall Rd West,Whitehall Rd West,53.31588111,-6.316991111,29/05/2017 09:46,bac,"150, , , , , , , , , , , , , , , , , , , , , , ",150,,,,,,,,,,,,,,,,,,,,,,
2321,2321,Whitehall Rd West,Whitehall Rd West,53.31339889,-6.320058056,29/05/2017 09:46,bac,"150, , , , , , , , , , , , , , , , , , , , , , ",150,,,,,,,,,,,,,,,,,,,,,,
2322,2322,Whitehall Rd West,Whitehall Rd West,53.31023,-6.321083889,29/05/2017 09:46,bac,"150, , , , , , , , , , , , , , , , , , , , , , ",150,,,,,,,,,,,,,,,,,,,,,,
2323,2323,Millgate Drive,Millgate Drive,53.30810306,-6.320468056,29/05/2017 09:46,bac,"150, , , , , , , , , , , , , , , , , , , , , , ",150,,,,,,,,,,,,,,,,,,,,,,
2324,2324,Whitehall Rd West,Whitehall Rd West,53.30978611,-6.320991944,29/05/2017 09:46,bac,"150, , , , , , , , , , , , , , , , , , , , , , ",150,,,,,,,,,,,,,,,,,,,,,,
2325,2325,Whitehall Rd,Whitehall Rd,53.31211,-6.321193056,29/05/2017 09:46,bac,"150, , , , , , , , , , , , , , , , , , , , , , ",150,,,,,,,,,,,,,,,,,,,,,,
2326,2326,Whitehall Rd,Whitehall Rd,53.31369611,-6.319961944,29/05/2017 09:46,bac,"150, , , , , , , , , , , , , , , , , , , , , , ",150,,,,,,,,,,,,,,,,,,,,,,
2327,2327,St. Agnes Road,St. Agnes Road,53.31681306,-6.316848056,29/05/2017 09:46,bac,"150, 17, , , , , , , , , , , , , , , , , , , , , ",150,17,,,,,,,,,,,,,,,,,,,,,
2328,2328,St. Agnes Road,St. Agnes Road,53.31958,-6.315493056,29/05/2017 09:46,bac,"18, 150, , , , , , , , , , , , , , , , , , , , , ",18,150,,,,,,,,,,,,,,,,,,,,,
2329,2329,St. Agnes Road,St. Agnes Road,53.32084111,-6.317065,29/05/2017 09:46,bac,"150, 18, , , , , , , , , , , , , , , , , , , , , ",150,18,,,,,,,,,,,,,,,,,,,,,
2330,2330,St. Agnes Road,St. Agnes Road,53.32214389,-6.319263056,29/05/2017 09:46,bac,"18, 150, , , , , , , , , , , , , , , , , , , , , ",18,150,,,,,,,,,,,,,,,,,,,,,
2331,2331,St. Mary's Road,St. Mary's Road,53.32456611,-6.31777,29/05/2017 09:46,bac,"150, 18, , , , , , , , , , , , , , , , , , , , , ",150,18,,,,,,,,,,,,,,,,,,,,,
2332,2332,Walkinstown Rd,Walkinstown Rd,53.320875,-6.331018889,29/05/2017 09:46,bac,"27, 77A, , , , , , , , , , , , , , , , , , , , , ",27,77A,,,,,,,,,,,,,,,,,,,,,
2333,2333,Walkinstown Rd,Walkinstown Rd,53.31783389,-6.332646944,29/05/2017 09:46,bac,"77A, 27, , , , , , , , , , , , , , , , , , , , , ",77A,27,,,,,,,,,,,,,,,,,,,,,
2334,2334,Greenhills Rd,Greenhills Rd,53.31553,-6.334731944,29/05/2017 09:46,bac,"27, 77A, , , , , , , , , , , , , , , , , , , , , ",27,77A,,,,,,,,,,,,,,,,,,,,,
2335,2335,Greenhills Rd,Greenhills Rd,53.311645,-6.343108889,29/05/2017 09:46,bac,"77A, 27, , , , , , , , , , , , , , , , , , , , , ",77A,27,,,,,,,,,,,,,,,,,,,,,
2336,2336,Greenhills Rd,Greenhills Rd,53.30885694,-6.345736944,29/05/2017 09:46,bac,"27, 77A, , , , , , , , , , , , , , , , , , , , , ",27,77A,,,,,,,,,,,,,,,,,,,,,
2337,2337,Greenhills Rd,Greenhills Rd,53.30598694,-6.348506111,29/05/2017 09:46,bac,"77A, 27, , , , , , , , , , , , , , , , , , , , , ",77A,27,,,,,,,,,,,,,,,,,,,,,
2338,2338,Snugborough Road,Snugborough Road,53.39308194,-6.377971944,29/05/2017 09:46,bac,"17A, 220, 238, 236, 38, 38B, 38A, , , , , , , , , , , , , , , , ",17A,220,238,236,38,38B,38A,,,,,,,,,,,,,,,,
2339,2339,Greenhills Rd,Greenhills Rd,53.30256889,-6.351493889,29/05/2017 09:46,bac,"27, 77A, , , , , , , , , , , , , , , , , , , , , ",27,77A,,,,,,,,,,,,,,,,,,,,,
2340,2340,Greenhills Rd,Greenhills Rd,53.30063111,-6.353091111,29/05/2017 09:46,bac,"27, , , , , , , , , , , , , , , , , , , , , , ",27,,,,,,,,,,,,,,,,,,,,,,
2345,2345,Belgard Road,Belgard Road,53.29366694,-6.369011111,29/05/2017 09:46,bac,"76A, 76, , , , , , , , , , , , , , , , , , , , , ",76A,76,,,,,,,,,,,,,,,,,,,,,
2346,2346,Belgard Road,Belgard Road,53.29007194,-6.367956944,29/05/2017 09:46,bac,"77A, 27, 65, , , , , , , , , , , , , , , , , , , , ",77A,27,65,,,,,,,,,,,,,,,,,,,,
2349,2349,Old Blessington Rd,Old Blessington Rd,53.28502694,-6.378526944,29/05/2017 09:46,bac,"65, 56A, 54A, 27, 77A, , , , , , , , , , , , , , , , , , ",65,56A,54A,27,77A,,,,,,,,,,,,,,,,,,
2351,2351,Blessington Rd,Blessington Rd,53.28319611,-6.384511944,29/05/2017 09:46,bac,"77A, 27, 54A, 56A, 65, , , , , , , , , , , , , , , , , , ",77A,27,54A,56A,65,,,,,,,,,,,,,,,,,,
2352,2352,Blessington Rd,Blessington Rd,53.27753389,-6.397391944,29/05/2017 09:46,bac,"65, 65B, 77A, , , , , , , , , , , , , , , , , , , , ",65,65B,77A,,,,,,,,,,,,,,,,,,,,
2353,2353,Fortunestown Rd,Fortunestown Rd,53.27914889,-6.401745,29/05/2017 09:46,bac,"49, 27, , , , , , , , , , , , , , , , , , , , , ",49,27,,,,,,,,,,,,,,,,,,,,,
2355,2355,Fortunestown Rd,Fortunestown Rd,53.27926694,-6.401998056,29/05/2017 09:46,bac,"27, , , , , , , , , , , , , , , , , , , , , , ",27,,,,,,,,,,,,,,,,,,,,,,
2357,2357,Blessington Rd,Blessington Rd,53.27796611,-6.396743056,29/05/2017 09:46,bac,"65B, 65, 77A, 77X, , , , , , , , , , , , , , , , , , , ",65B,65,77A,77X,,,,,,,,,,,,,,,,,,,
2358,2358,Blessington Rd,Blessington Rd,53.2807,-6.389596111,29/05/2017 09:46,bac,"65, , , , , , , , , , , , , , , , , , , , , , ",65,,,,,,,,,,,,,,,,,,,,,,
2359,2359,Blessington Rd,Blessington Rd,53.28360111,-6.384343889,29/05/2017 09:46,bac,"65, 56A, 49, 54A, 27, 77A, , , , , , , , , , , , , , , , , ",65,56A,49,54A,27,77A,,,,,,,,,,,,,,,,,
2360,2360,Old Blessington Rd,Old Blessington Rd,53.28469611,-6.379651944,29/05/2017 09:46,bac,"77A, 27, 54A, 56A, 65, , , , , , , , , , , , , , , , , , ",77A,27,54A,56A,65,,,,,,,,,,,,,,,,,,
2363,2363,Belgard Road,Belgard Road,53.28976306,-6.368263889,29/05/2017 09:46,bac,"76A, 76, , , , , , , , , , , , , , , , , , , , , ",76A,76,,,,,,,,,,,,,,,,,,,,,
2364,2364,Belgard Road,Belgard Road,53.293635,-6.36929,29/05/2017 09:46,bac,"76, 76A, , , , , , , , , , , , , , , , , , , , , ",76,76A,,,,,,,,,,,,,,,,,,,,,
2369,2369,Greenhills Rd,Greenhills Rd,53.29857806,-6.354136111,29/05/2017 09:46,bac,"27, , , , , , , , , , , , , , , , , , , , , , ",27,,,,,,,,,,,,,,,,,,,,,,
2370,2370,Greenhills Rd,Greenhills Rd,53.30086694,-6.353008889,29/05/2017 09:46,bac,"27, , , , , , , , , , , , , , , , , , , , , , ",27,,,,,,,,,,,,,,,,,,,,,,
2371,2371,Greenhills Rd,Greenhills Rd,53.30339694,-6.351328889,29/05/2017 09:46,bac,"27, 77A, 77X, , , , , , , , , , , , , , , , , , , , ",27,77A,77X,,,,,,,,,,,,,,,,,,,,
2372,2372,Greenhills Rd,Greenhills Rd,53.30725194,-6.347725,29/05/2017 09:46,bac,"77X, 77A, 27, , , , , , , , , , , , , , , , , , , , ",77X,77A,27,,,,,,,,,,,,,,,,,,,,
2373,2373,Greenhills Rd,Greenhills Rd,53.31071194,-6.344736111,29/05/2017 09:46,bac,"27, 77A, 77X, , , , , , , , , , , , , , , , , , , , ",27,77A,77X,,,,,,,,,,,,,,,,,,,,
2374,2374,Deansrath,Deansrath,53.32152,-6.42277,29/05/2017 09:46,bac,"13, , , , , , , , , , , , , , , , , , , , , , ",13,,,,,,,,,,,,,,,,,,,,,,
2377,2377,Greenhills Rd,Greenhills Rd,53.31604694,-6.334133889,29/05/2017 09:46,bac,"27, 77A, , , , , , , , , , , , , , , , , , , , , ",27,77A,,,,,,,,,,,,,,,,,,,,,
2378,2378,Walkinstown Rd,Walkinstown Rd,53.318125,-6.332681944,29/05/2017 09:46,bac,"77A, 27, , , , , , , , , , , , , , , , , , , , , ",77A,27,,,,,,,,,,,,,,,,,,,,,
2379,2379,Cork Street,Cork Street,53.33783611,-6.284633056,29/05/2017 09:46,bac,"27, 151, 56A, 77A, 77X, , , , , , , , , , , , , , , , , , ",27,151,56A,77A,77X,,,,,,,,,,,,,,,,,,
2380,2380,Cork Street,Cork Street,53.33850889,-6.280158056,29/05/2017 09:46,bac,"77X, 77A, 56A, 151, 27, , , , , , , , , , , , , , , , , , ",77X,77A,56A,151,27,,,,,,,,,,,,,,,,,,
2382,2382,St. Luke's Avenue,St. Luke's Avenue,53.33886111,-6.278378889,29/05/2017 09:46,bac,"27, 151, 56A, 77A, 77X, , , , , , , , , , , , , , , , , , ",27,151,56A,77A,77X,,,,,,,,,,,,,,,,,,
2383,2383,Patrick Street,Patrick Street,53.33945194,-6.272653889,29/05/2017 09:46,bac,"77X, 77A, 56A, 54A, 49, 151, 150, 27, , , , , , , , , , , , , , , ",77X,77A,56A,54A,49,151,150,27,,,,,,,,,,,,,,,
2385,2385,Patrick Street,Patrick Street,53.34226389,-6.271996944,29/05/2017 09:46,bac,"49, 54A, , , , , , , , , , , , , , , , , , , , , ",49,54A,,,,,,,,,,,,,,,,,,,,,
2386,2386,New Street South,New Street South,53.33790306,-6.272318889,29/05/2017 09:46,bac,"54A, 49, , , , , , , , , , , , , , , , , , , , , ",54A,49,,,,,,,,,,,,,,,,,,,,,
2387,2387,New Street South,New Street South,53.33658306,-6.272813056,29/05/2017 09:46,bac,"49, 54A, , , , , , , , , , , , , , , , , , , , , ",49,54A,,,,,,,,,,,,,,,,,,,,,
2388,2388,Clanbrassil St,Clanbrassil St,53.33446,-6.274378056,29/05/2017 09:46,bac,"54A, 49, , , , , , , , , , , , , , , , , , , , , ",54A,49,,,,,,,,,,,,,,,,,,,,,
2389,2389,Kimmage Rd,Kimmage Rd,53.32492389,-6.279196111,29/05/2017 09:46,bac,"54A, 9, , , , , , , , , , , , , , , , , , , , , ",54A,9,,,,,,,,,,,,,,,,,,,,,
