stopid,displaystopid,shortname,fullname,latitude,longitude,lastupdated,OperatorName,routes,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,route21,route22,route23
2390,2390,Kimmage Rd,Kimmage Rd,53.32152194,-6.283975,29/05/2017 09:46,bac,"9, 54A, , , , , , , , , , , , , , , , , , , , , ",9,54A,,,,,,,,,,,,,,,,,,,,,
2391,2391,Kimmage Rd,Kimmage Rd,53.320195,-6.286413889,29/05/2017 09:46,bac,"54A, 9, , , , , , , , , , , , , , , , , , , , , ",54A,9,,,,,,,,,,,,,,,,,,,,,
2392,2392,Kimmage Rd,Kimmage Rd,53.31888889,-6.291233056,29/05/2017 09:46,bac,"9, 54A, , , , , , , , , , , , , , , , , , , , , ",9,54A,,,,,,,,,,,,,,,,,,,,,
2393,2393,Kimmage Rd,Kimmage Rd,53.31520306,-6.295448056,29/05/2017 09:46,bac,"54A, 9, , , , , , , , , , , , , , , , , , , , , ",54A,9,,,,,,,,,,,,,,,,,,,,,
2394,2394,Kimmage Rd,Kimmage Rd,53.31328,-6.297835,29/05/2017 09:46,bac,"9, 54A, , , , , , , , , , , , , , , , , , , , , ",9,54A,,,,,,,,,,,,,,,,,,,,,
2395,2395,Fortfield Rd,Fortfield Rd,53.31172889,-6.30057,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2396,2396,Fortfield Rd,Fortfield Rd,53.30881694,-6.302158056,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2397,2397,Fortfield Rd,Fortfield Rd,53.30658611,-6.300848056,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2398,2398,Fortfield Rd,Fortfield Rd,53.30523806,-6.29975,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2399,2399,Fortfield Park,Fortfield Park,53.303525,-6.299506111,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2400,2400,Fortfield Park,Fortfield Park,53.30200306,-6.303553889,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2401,2401,Templeville Rd,Templeville Rd,53.30182306,-6.306285,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2402,2402,Templeville Rd,Templeville Rd,53.30325611,-6.311183056,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2403,2403,Templeville Rd,Templeville Rd,53.30506611,-6.316678056,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2404,2404,Templeville Rd,Templeville Rd,53.30497389,-6.316068889,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2405,2405,Templeville Rd,Templeville Rd,53.30340111,-6.311253889,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2406,2406,Fortfield Park,Fortfield Park,53.30198694,-6.30481,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2408,2408,Fortfield Rd,Fortfield Rd,53.30399111,-6.299528889,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2409,2409,Fortfield Rd,Fortfield Rd,53.30538806,-6.300036944,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2410,2410,Fortfield Rd,Fortfield Rd,53.30722611,-6.301368889,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2411,2411,Fortfield Rd,Fortfield Rd,53.30916611,-6.302411944,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2412,2412,Fortfield Rd,Fortfield Rd,53.31093389,-6.301805,29/05/2017 09:46,bac,"54A, , , , , , , , , , , , , , , , , , , , , , ",54A,,,,,,,,,,,,,,,,,,,,,,
2413,2413,Kimmage Road West,Kimmage Road West,53.31292806,-6.30549,29/05/2017 09:46,bac,"17, 9, , , , , , , , , , , , , , , , , , , , , ",17,9,,,,,,,,,,,,,,,,,,,,,
2414,2414,Kimmage Road West,Kimmage Road West,53.31406194,-6.310856944,29/05/2017 09:46,bac,"9, 17, , , , , , , , , , , , , , , , , , , , , ",9,17,,,,,,,,,,,,,,,,,,,,,
2415,2415,Kimmage Road West,Kimmage Road West,53.31504194,-6.313578889,29/05/2017 09:46,bac,"17, 9, , , , , , , , , , , , , , , , , , , , , ",17,9,,,,,,,,,,,,,,,,,,,,,
2416,2416,Cromwellsfort Rd,Cromwellsfort Rd,53.31632611,-6.31778,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2417,2417,Cromwellsfort Rd,Cromwellsfort Rd,53.31668806,-6.323025,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2418,2418,Cromwellsfort Rd,Cromwellsfort Rd,53.31699389,-6.327,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2419,2419,Cromwellsfort Rd,Cromwellsfort Rd,53.31706194,-6.33023,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2420,2420,Castletymon Court,Castletymon Court,53.30118611,-6.351268889,29/05/2017 09:46,bac,"77A, , , , , , , , , , , , , , , , , , , , , , ",77A,,,,,,,,,,,,,,,,,,,,,,
2421,2421,Tymon Park Rd,Tymon Park Rd,53.29967306,-6.34638,29/05/2017 09:46,bac,"77A, , , , , , , , , , , , , , , , , , , , , , ",77A,,,,,,,,,,,,,,,,,,,,,,
2423,2423,Tymon Park Rd,Tymon Park Rd,53.29826306,-6.342948889,29/05/2017 09:46,bac,"77A, , , , , , , , , , , , , , , , , , , , , , ",77A,,,,,,,,,,,,,,,,,,,,,,
2424,2424,Tymon Park Rd,Tymon Park Rd,53.29515111,-6.341225,29/05/2017 09:46,bac,"77A, , , , , , , , , , , , , , , , , , , , , , ",77A,,,,,,,,,,,,,,,,,,,,,,
2425,2425,Castletymon Rd,Castletymon Rd,53.29066,-6.3434,29/05/2017 09:46,bac,"77A, 77X, , , , , , , , , , , , , , , , , , , , , ",77A,77X,,,,,,,,,,,,,,,,,,,,,
2426,2426,Tymon Park Rd,Tymon Park Rd,53.29320694,-6.342831111,29/05/2017 09:46,bac,"77X, 77A, , , , , , , , , , , , , , , , , , , , , ",77X,77A,,,,,,,,,,,,,,,,,,,,,
2427,2427,Tymon Park Rd,Tymon Park Rd,53.29598194,-6.340813056,29/05/2017 09:46,bac,"77A, 77X, , , , , , , , , , , , , , , , , , , , , ",77A,77X,,,,,,,,,,,,,,,,,,,,,
2428,2428,Tymon Park Rd,Tymon Park Rd,53.29833194,-6.343496111,29/05/2017 09:46,bac,"77X, 77A, , , , , , , , , , , , , , , , , , , , , ",77X,77A,,,,,,,,,,,,,,,,,,,,,
2429,2429,Tymon Park Rd,Tymon Park Rd,53.29954611,-6.346403056,29/05/2017 09:46,bac,"77A, 77X, , , , , , , , , , , , , , , , , , , , , ",77A,77X,,,,,,,,,,,,,,,,,,,,,
2430,2430,Tymon Park Rd,Tymon Park Rd,53.30092389,-6.350401944,29/05/2017 09:46,bac,"77X, 77A, , , , , , , , , , , , , , , , , , , , , ",77X,77A,,,,,,,,,,,,,,,,,,,,,
2431,2431,Cromwellsfort Rd,Cromwellsfort Rd,53.31720194,-6.330688889,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2432,2432,Cromwellsfort Rd,Cromwellsfort Rd,53.31701,-6.325488889,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2433,2433,Cromwellsfort Rd,Cromwellsfort Rd,53.31657806,-6.32067,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2434,2434,Kimmage Road West,Kimmage Road West,53.31601889,-6.316036111,29/05/2017 09:46,bac,"9, 17, , , , , , , , , , , , , , , , , , , , , ",9,17,,,,,,,,,,,,,,,,,,,,,
2435,2435,Kimmage Road West,Kimmage Road West,53.31426694,-6.311251944,29/05/2017 09:46,bac,"17, 9, , , , , , , , , , , , , , , , , , , , , ",17,9,,,,,,,,,,,,,,,,,,,,,
2436,2436,Kimmage Road West,Kimmage Road West,53.3137,-6.308931944,29/05/2017 09:46,bac,"9, 17, , , , , , , , , , , , , , , , , , , , , ",9,17,,,,,,,,,,,,,,,,,,,,,
2437,2437,Kimmage Road West,Kimmage Road West,53.312655,-6.302356944,29/05/2017 09:46,bac,"17, 15A, 9, , , , , , , , , , , , , , , , , , , , ",17,15A,9,,,,,,,,,,,,,,,,,,,,
2438,2438,Kimmage Rd,Kimmage Rd,53.31248194,-6.299238889,29/05/2017 09:46,bac,"9, 54A, , , , , , , , , , , , , , , , , , , , , ",9,54A,,,,,,,,,,,,,,,,,,,,,
2439,2439,Kimmage Rd,Kimmage Rd,53.31354389,-6.297688889,29/05/2017 09:46,bac,"54A, 9, , , , , , , , , , , , , , , , , , , , , ",54A,9,,,,,,,,,,,,,,,,,,,,,
2440,2440,Kimmage Rd,Kimmage Rd,53.31639389,-6.294313056,29/05/2017 09:46,bac,"9, 54A, , , , , , , , , , , , , , , , , , , , , ",9,54A,,,,,,,,,,,,,,,,,,,,,
2441,2441,Kimmage Rd,Kimmage Rd,53.31906,-6.291156944,29/05/2017 09:46,bac,"54A, 9, , , , , , , , , , , , , , , , , , , , , ",54A,9,,,,,,,,,,,,,,,,,,,,,
2442,2442,Kimmage Rd,Kimmage Rd,53.32044806,-6.286016111,29/05/2017 09:46,bac,"9, 54A, , , , , , , , , , , , , , , , , , , , , ",9,54A,,,,,,,,,,,,,,,,,,,,,
2443,2443,Kimmage Rd,Kimmage Rd,53.32189,-6.283641111,29/05/2017 09:46,bac,"54A, 9, , , , , , , , , , , , , , , , , , , , , ",54A,9,,,,,,,,,,,,,,,,,,,,,
2444,2444,Kimmage Rd,Kimmage Rd,53.324295,-6.279658056,29/05/2017 09:46,bac,"9, 54A, , , , , , , , , , , , , , , , , , , , , ",9,54A,,,,,,,,,,,,,,,,,,,,,
2445,2445,St. James's Road,St. James's Road,53.30811611,-6.339776111,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2446,2446,St. James's Road,St. James's Road,53.30834611,-6.340106111,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2447,2447,Tymon Park Rd,Tymon Park Rd,53.292985,-6.342663889,29/05/2017 09:46,bac,"77A, , , , , , , , , , , , , , , , , , , , , , ",77A,,,,,,,,,,,,,,,,,,,,,,
2448,2448,Cashel Road,Cashel Road,53.31924306,-6.304131111,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2449,2449,Armagh Road,Armagh Road,53.32097694,-6.305061944,29/05/2017 09:46,bac,"17, , , , , , , , , , , , , , , , , , , , , , ",17,,,,,,,,,,,,,,,,,,,,,,
2450,2450,Armagh Road,Armagh Road,53.32022389,-6.30766,29/05/2017 09:46,bac,"17, 18, 83A, 83, , , , , , , , , , , , , , , , , , , ",17,18,83A,83,,,,,,,,,,,,,,,,,,,
2451,2451,St. Agnes Park,St. Agnes Park,53.31920194,-6.314321944,29/05/2017 09:46,bac,"17, , , , , , , , , , , , , , , , , , , , , , ",17,,,,,,,,,,,,,,,,,,,,,,
2452,2452,St. Peter's Road,St. Peter's Road,53.316145,-6.332013056,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2453,2453,St. Peter's Road,St. Peter's Road,53.31482306,-6.330511111,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2454,2454,St. James's Road,St. James's Road,53.31263889,-6.331993056,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2455,2455,St. James's Road,St. James's Road,53.31164,-6.337218889,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2456,2456,St. James's Road,St. James's Road,53.31002694,-6.339655,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2457,2457,St. James's Road,St. James's Road,53.30727611,-6.337078889,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2458,2458,St. James's Road,St. James's Road,53.307185,-6.337166111,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2459,2459,St. James's Road,St. James's Road,53.31035806,-6.339451111,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2460,2460,St. James's Road,St. James's Road,53.31218694,-6.33655,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2461,2461,St. James's Road,St. James's Road,53.31274,-6.332625,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2462,2462,St. James's Road,St. James's Road,53.31389111,-6.330135,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2463,2463,St. Peter's Road,St. Peter's Road,53.3153,-6.331171944,29/05/2017 09:46,bac,"9, , , , , , , , , , , , , , , , , , , , , , ",9,,,,,,,,,,,,,,,,,,,,,,
2464,2464,St. Agnes Park,St. Agnes Park,53.31951,-6.313008889,29/05/2017 09:46,bac,"17, 18, , , , , , , , , , , , , , , , , , , , , ",17,18,,,,,,,,,,,,,,,,,,,,,
2465,2465,Armagh Road,Armagh Road,53.31997889,-6.308921111,29/05/2017 09:46,bac,"18, 17, 83, 83A, , , , , , , , , , , , , , , , , , , ",18,17,83,83A,,,,,,,,,,,,,,,,,,,
2466,2466,Armagh Road,Armagh Road,53.32065306,-6.306431111,29/05/2017 09:46,bac,"83A, 83, 17, 18, , , , , , , , , , , , , , , , , , , ",83A,83,17,18,,,,,,,,,,,,,,,,,,,
2467,2467,Cashel Road,Cashel Road,53.31923194,-6.303915,29/05/2017 09:46,bac,"18, 83, 83A, , , , , , , , , , , , , , , , , , , , ",18,83,83A,,,,,,,,,,,,,,,,,,,,
2468,2468,Blanchardstown Rd,Blanchardstown Rd,53.40435611,-6.373043056,29/05/2017 09:46,bac,"238, 220, 38A, 38, , , , , , , , , , , , , , , , , , , ",238,220,38A,38,,,,,,,,,,,,,,,,,,,
2471,2471,Larkfield Pk,Larkfield Pk,53.31878694,-6.289146111,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2472,2472,Clareville Road,Clareville Road,53.317675,-6.28559,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2473,2473,Clareville Road,Clareville Road,53.31789611,-6.283463056,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2474,2474,Clareville Road,Clareville Road,53.31869694,-6.281953889,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2475,2475,Kenilworth Park,Kenilworth Park,53.31886194,-6.280073056,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2476,2476,Kenilworth Square,Kenilworth Square,53.319035,-6.277633889,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2477,2477,Kenilworth Road,Kenilworth Road,53.31985806,-6.274343889,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2478,2478,Grosvenor Road,Grosvenor Road,53.32053389,-6.269726111,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2479,2479,Grosvenor Road,Grosvenor Road,53.32023694,-6.270226944,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2480,2480,Kenilworth Road,Kenilworth Road,53.31958694,-6.274348889,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2481,2481,Kenilworth Square,Kenilworth Square,53.31873611,-6.27808,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2482,2482,Clareville Road,Clareville Road,53.31891806,-6.281388889,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2483,2483,Clareville Road,Clareville Road,53.31757194,-6.284973889,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2484,2484,Larkfield Pk,Larkfield Pk,53.31853889,-6.289141111,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2485,2485,Sundrive Road,Sundrive Road,53.31978611,-6.291321111,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2486,2486,Sundrive Road,Sundrive Road,53.32107111,-6.293111944,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2487,2487,Stannaway Rd,Stannaway Rd,53.32180889,-6.295275,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2488,2488,Stannaway Rd,Stannaway Rd,53.32035389,-6.298706111,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2489,2489,Stannaway Rd,Stannaway Rd,53.31956889,-6.300426944,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2490,2490,Captain's Road,Captain's Road,53.31953889,-6.309456111,29/05/2017 09:46,bac,"83, 83A, , , , , , , , , , , , , , , , , , , , , ",83,83A,,,,,,,,,,,,,,,,,,,,,
2491,2491,Captain's Road,Captain's Road,53.31802611,-6.308196944,29/05/2017 09:46,bac,"83A, 83, , , , , , , , , , , , , , , , , , , , , ",83A,83,,,,,,,,,,,,,,,,,,,,,
2492,2492,Stannaway Ave,Stannaway Ave,53.31629889,-6.307868056,29/05/2017 09:46,bac,"83, 83A, , , , , , , , , , , , , , , , , , , , , ",83,83A,,,,,,,,,,,,,,,,,,,,,
2493,2493,Captain's Road,Captain's Road,53.31832111,-6.308626944,29/05/2017 09:46,bac,"83A, 83, , , , , , , , , , , , , , , , , , , , , ",83A,83,,,,,,,,,,,,,,,,,,,,,
2494,2494,Stannaway Rd,Stannaway Rd,53.319645,-6.300561944,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2495,2495,Stannaway Rd,Stannaway Rd,53.32124306,-6.296821111,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2496,2496,Sundrive Road,Sundrive Road,53.32200306,-6.2939,29/05/2017 09:46,bac,"83, 83A, 18, , , , , , , , , , , , , , , , , , , , ",83,83A,18,,,,,,,,,,,,,,,,,,,,
2497,2497,Sundrive Road,Sundrive Road,53.32032389,-6.291883889,29/05/2017 09:46,bac,"18, 83A, 83, , , , , , , , , , , , , , , , , , , , ",18,83A,83,,,,,,,,,,,,,,,,,,,,
2498,2498,Custom House Quay,Custom House Quay,53.34824306,-6.250095,29/05/2017 09:46,bac,"15A, 151, 15B, 142, 33X, 41X, , , , , , , , , , , , , , , , , ",15A,151,15B,142,33X,41X,,,,,,,,,,,,,,,,,
2499,2499,Custom House Quay,Custom House Quay,53.34806389,-6.247145,29/05/2017 09:46,bac,"41X, 33X, 747, 142, 15B, 151, 15A, 757, , , , , , , , , , , , , , , ",41X,33X,747,142,15B,151,15A,757,,,,,,,,,,,,,,,
2500,2500,North Wall Quay,North Wall Quay,53.347755,-6.242365,29/05/2017 09:46,bac,"151, 142, 33X, 41X, , , , , , , , , , , , , , , , , , , ",151,142,33X,41X,,,,,,,,,,,,,,,,,,,
2501,2501,North Wall Quay,North Wall Quay,53.34737306,-6.236341944,29/05/2017 09:46,bac,"41X, 33X, 747, 142, 151, 757, , , , , , , , , , , , , , , , , ",41X,33X,747,142,151,757,,,,,,,,,,,,,,,,,
2508,2508,East Wall Rd,East Wall Rd,53.35285889,-6.225801944,29/05/2017 09:46,bac,"151, 53, , , , , , , , , , , , , , , , , , , , , ",151,53,,,,,,,,,,,,,,,,,,,,,
2510,2510,Ballycoolin Rd,Ballycoolin Rd,53.402285,-6.355696111,29/05/2017 09:46,bac,"40D, 17A, 220, , , , , , , , , , , , , , , , , , , , ",40D,17A,220,,,,,,,,,,,,,,,,,,,,
2515,2515,Firhouse Rd,Firhouse Rd,53.29135,-6.312826111,29/05/2017 09:46,bac,"49, 75, , , , , , , , , , , , , , , , , , , , , ",49,75,,,,,,,,,,,,,,,,,,,,,
2516,2516,Firhouse Rd,Firhouse Rd,53.29024111,-6.315471944,29/05/2017 09:46,bac,"75, 49, 65B, , , , , , , , , , , , , , , , , , , , ",75,49,65B,,,,,,,,,,,,,,,,,,,,
2517,2517,Firhouse Rd,Firhouse Rd,53.28921389,-6.319751111,29/05/2017 09:46,bac,"65B, 49, 75, , , , , , , , , , , , , , , , , , , , ",65B,49,75,,,,,,,,,,,,,,,,,,,,
2518,2518,Firhouse Rd,Firhouse Rd,53.28860111,-6.324343056,29/05/2017 09:46,bac,"75, 49, 65B, , , , , , , , , , , , , , , , , , , , ",75,49,65B,,,,,,,,,,,,,,,,,,,,
2520,2520,Firhouse Rd,Firhouse Rd,53.28607194,-6.332633889,29/05/2017 09:46,bac,"75, , , , , , , , , , , , , , , , , , , , , , ",75,,,,,,,,,,,,,,,,,,,,,,
2521,2521,Firhouse Rd,Firhouse Rd,53.28471611,-6.335883056,29/05/2017 09:46,bac,"75, , , , , , , , , , , , , , , , , , , , , , ",75,,,,,,,,,,,,,,,,,,,,,,
2522,2522,Firhouse Rd,Firhouse Rd,53.28139806,-6.342368889,29/05/2017 09:46,bac,"75, 49, , , , , , , , , , , , , , , , , , , , , ",75,49,,,,,,,,,,,,,,,,,,,,,
2523,2523,Firhouse Rd,Firhouse Rd,53.27707611,-6.34875,29/05/2017 09:46,bac,"49, 75, , , , , , , , , , , , , , , , , , , , , ",49,75,,,,,,,,,,,,,,,,,,,,,
2524,2524,Firhouse Rd,Firhouse Rd,53.27836806,-6.346873889,29/05/2017 09:46,bac,"75, 49, , , , , , , , , , , , , , , , , , , , , ",75,49,,,,,,,,,,,,,,,,,,,,,
2532,2532,Old Bawn Rd,Old Bawn Rd,53.275615,-6.354461111,29/05/2017 09:46,bac,"49, 65B, 75, , , , , , , , , , , , , , , , , , , , ",49,65B,75,,,,,,,,,,,,,,,,,,,,
2533,2533,Old Bawn Rd,Old Bawn Rd,53.27756,-6.357658056,29/05/2017 09:46,bac,"75, , , , , , , , , , , , , , , , , , , , , , ",75,,,,,,,,,,,,,,,,,,,,,,
2534,2534,Old Bawn Rd,Old Bawn Rd,53.278925,-6.358301111,29/05/2017 09:46,bac,"75, , , , , , , , , , , , , , , , , , , , , , ",75,,,,,,,,,,,,,,,,,,,,,,
2535,2535,Old Bawn Rd,Old Bawn Rd,53.28099611,-6.358891111,29/05/2017 09:46,bac,"75, 77A, , , , , , , , , , , , , , , , , , , , , ",75,77A,,,,,,,,,,,,,,,,,,,,,
2536,2536,Old Bawn Rd,Old Bawn Rd,53.28294694,-6.359565,29/05/2017 09:46,bac,"77A, 75, , , , , , , , , , , , , , , , , , , , , ",77A,75,,,,,,,,,,,,,,,,,,,,,
2538,2538,Old Bawn Rd,Old Bawn Rd,53.28149694,-6.358938889,29/05/2017 09:46,bac,"75, 77A, , , , , , , , , , , , , , , , , , , , , ",75,77A,,,,,,,,,,,,,,,,,,,,,
2539,2539,Old Bawn Rd,Old Bawn Rd,53.276545,-6.356215,29/05/2017 09:46,bac,"75, 65B, 49, , , , , , , , , , , , , , , , , , , , ",75,65B,49,,,,,,,,,,,,,,,,,,,,
2540,2540,Old Bawn Rd,Old Bawn Rd,53.27551889,-6.353808056,29/05/2017 09:46,bac,"49, 65B, 75, , , , , , , , , , , , , , , , , , , , ",49,65B,75,,,,,,,,,,,,,,,,,,,,
2542,2542,Firhouse Rd,Firhouse Rd,53.27675306,-6.350068056,29/05/2017 09:46,bac,"75, 49, , , , , , , , , , , , , , , , , , , , , ",75,49,,,,,,,,,,,,,,,,,,,,,
2544,2544,Firhouse Rd,Firhouse Rd,53.28396306,-6.339803889,29/05/2017 09:46,bac,"75, , , , , , , , , , , , , , , , , , , , , , ",75,,,,,,,,,,,,,,,,,,,,,,
2545,2545,Firhouse Rd,Firhouse Rd,53.28533306,-6.334498889,29/05/2017 09:46,bac,"75, , , , , , , , , , , , , , , , , , , , , , ",75,,,,,,,,,,,,,,,,,,,,,,
2547,2547,Firhouse Rd,Firhouse Rd,53.28904889,-6.323535,29/05/2017 09:46,bac,"75, 49, 65B, , , , , , , , , , , , , , , , , , , , ",75,49,65B,,,,,,,,,,,,,,,,,,,,
2548,2548,Firhouse Rd,Firhouse Rd,53.28944,-6.317943889,29/05/2017 09:46,bac,"65B, 49, 75, , , , , , , , , , , , , , , , , , , , ",65B,49,75,,,,,,,,,,,,,,,,,,,,
