stopid,displaystopid,shortname,fullname,latitude,longitude,lastupdated,OperatorName,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,route21,route22,route23,route24,route25,route26,route27,route28,route29,route30,route31,route32,route33,route34,route35
607761,607761,Ballinacurra,Ballinacurra (Sandyville),52.64773,-8.638350556,22/05/2017 08:31,BE,301,304A,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607771,607771,Ballinacurra,Ballinacurra (Tall Trees),52.64596139,-8.642197222,22/05/2017 08:31,BE,304,304A,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607781,607781,St Nessans Rd,St Nessans Rd (Opp Crescent SC),52.64196778,-8.648021944,22/05/2017 08:31,BE,301,304A,304X,304,314,320,321,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,
607791,607791,St Nessans Rd,St Nessans Rd (Opp Xtra Vision),52.63955083,-8.65205,22/05/2017 08:31,BE,314,304,304A,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607801,607801,St Nessans Rd,St Nessans Rd (Opp University Hospital),52.63548083,-8.65529,22/05/2017 08:31,BE,301,304A,304X,304,314,321,320,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,
607811,607811,St Nessans Rd (Avon,St Nessans Rd (Avonmore Rd Junction),52.63135278,-8.659295,22/05/2017 08:31,BE,304,304A,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607821,607821,Raheen (St Nessans,Raheen (St Nessans Church),52.62895778,-8.661606944,22/05/2017 08:31,BE,301,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607831,607831,Sarsfield St,Sarsfield St (Debenhams),52.66408083,-8.62723,22/05/2017 08:31,BE,304,301,306,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607841,607841,O Connell St,O Connell St (HLB Chartered Accountants),52.66164083,-8.62901,22/05/2017 08:31,BE,306,301,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607851,607851,O Connell St,O Connell St (O Connell Monument),52.65904083,-8.63157,22/05/2017 08:31,BE,304,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607861,607861,O Connell Ave,O Connell Ave (Model School),52.65532083,-8.6346,22/05/2017 08:31,BE,301,304,304A,314,320,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607871,607871,O Connell Ave,O Connell Ave (Carmel House),52.65248083,-8.63561,22/05/2017 08:31,BE,304A,304,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607881,607881,Punches Cross,Punches Cross (Punches Cross),52.64997417,-8.636608889,22/05/2017 08:31,BE,301,304,304A,304X,321,320,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607891,607891,Mulcaire Rd,Mulcaire Rd (No 1 Castle Pk),52.6328275,-8.645276944,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607901,607901,Mulcaire Rd,Mulcaire Rd (No 1 Crescent Court),52.63154083,-8.64818,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607911,607911,Mulcaire Rd,Mulcaire Rd (Opp Owenmore Dr),52.62949083,-8.65049,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607921,607921,Ballycummin Rd (Opp,Ballycummin Rd (Opp Southland House),52.62486194,-8.652500833,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607931,607931,Church Rd,Church Rd (Forge Estate),52.62915833,-8.6592875,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607941,607941,Ballycummin Rd (Opp,Ballycummin Rd (Opp Dry Cleaners),52.62516056,-8.652530556,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607951,607951,Mulcaire Rd (Owenmo,Mulcaire Rd (Owenmore Drive),52.62957083,-8.65052,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607961,607961,Mulcaire Rd (Raheen,Mulcaire Rd (Raheen Food Store),52.63145583,-8.648354444,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607971,607971,Mulcaire Rd (Opp No,Mulcaire Rd (Opp No 1 Castle Pk),52.63287083,-8.64523,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608001,608001,Punches Cross,Punches Cross (Opp Punches Hotel),52.6495225,-8.636843889,22/05/2017 08:31,BE,304,304A,301,314,320,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608011,608011,O Connell Ave,O Connell Ave (Opp Ardglass),52.65330722,-8.635448889,22/05/2017 08:31,BE,301,304A,304X,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608021,608021,O Connell Ave,O Connell Ave (Egleston Photography),52.65602222,-8.634210278,22/05/2017 08:31,BE,304,304X,304A,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608031,608031,O Connell St Cresce,O Connell St Crescent (Tutorial College),52.65883083,-8.63204,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608041,608041,Henry St,Henry St (Garda Station),52.66190583,-8.630791389,22/05/2017 08:31,BE,304,301,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608051,608051,Avonmore Rd (Opp Ei,Avonmore Rd (Opp Eircom Building),52.62903444,-8.651490556,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608061,608061,Edward St (Jctn of,Edward St (Jctn of Wolfe Tone St),52.65566667,-8.628434167,22/05/2017 08:31,BE,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608071,608071,Edward St (Quins Co,Edward St (Quins Cottage),52.65362083,-8.63088,22/05/2017 08:31,BE,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608081,608081,Byrne Ave,Byrne Ave (Jctn of Byrne Ave),52.652865,-8.631141944,22/05/2017 08:31,BE,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608101,608101,Ballinacurra,Hyde Ave Limerick (No 6),52.64985083,-8.62827,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608111,608111,Ballinacurra,Hyde Ave Limerick (Opp No 39),52.64854083,-8.63006,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608121,608121,Raheen Ind Est,Raheen Ind Est (Analog Devices),52.62751083,-8.65742,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608131,608131,Raheen Ind Est (Kir,Raheen Ind Est (Kirby Engineering),52.62375972,-8.655698889,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608141,608141,Raheen Ind Est,Raheen Ind Est (FAS Office),52.62460083,-8.65817,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608151,608151,Hyde Rd,Hyde Rd (No 39),52.64846972,-8.630331667,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608161,608161,Hyde Rd,Hyde Rd (No 66),52.64999083,-8.62823,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608171,608171,Hyde Rd,Hyde Rd (No 76),52.65283083,-8.625830556,22/05/2017 08:31,BE,301,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608181,608181,Hyde Rd,Hyde Rd (Meagher Close),52.65654083,-8.62489,22/05/2017 08:31,BE,306,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608191,608191,Uppr Mallow St,Upper Mallow St (Peoples Park),52.65849306,-8.626388056,22/05/2017 08:31,BE,301,304A,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608211,608211,Mallow St,Upper Mallow St (Jctn Pery Sq),52.6592425,-8.628085556,22/05/2017 08:31,BE,306,304A,304,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608221,608221,Hyde Rd,Hyde Rd (Post Office),52.65821083,-8.6252,22/05/2017 08:31,BE,301,304A,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608231,608231,Lynwood Park,Lynwood Park (Toghers Shop),52.65881111,-8.60068,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608241,608241,Cathal Brugha Rd,Cathal Brugha Rd (Op No 1 Lynwood Pk),52.65749083,-8.60197,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608251,608251,St Patricks Rd,St Patricks Rd (St Brigids Church),52.65913083,-8.60214,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608261,608261,Well Field,Well Field (Richmond RFC Pitch),52.6615,-8.604668889,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608271,608271,Sth Claughan Rd,Sth Claughan Rd (No 25),52.66135083,-8.60833,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608281,608281,Sth Claughan Rd,Sth Claughan Rd (No 7),52.66090083,-8.61171,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608291,608291,Markets Fld Tce,Markets Field Terrace (No 9),52.65962083,-8.61395,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608301,608301,Mulgrave St,Mulgrave St (Jerry O Deas Bar),52.65961861,-8.617098611,22/05/2017 08:31,BE,305,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608311,608311,Lwr Mulgrave St,Mulgrave St (Opp Fire Station),52.66023389,-8.618969167,22/05/2017 08:31,BE,304,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608321,608321,Sexton St,Sexton St (Opp McGraths Servicing & Tyre,52.66056389,-8.622697778,22/05/2017 08:31,BE,305,304A,303,304,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608331,608331,Ennis Rd,Ennis Rd (Ardhu Bar),52.66760083,-8.649,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608341,608341,Ennis Rd,Ennis Rd (North Twn Shopp Centre),52.66871083,-8.65317,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608361,608361,Ennis Rd,Ennis Rd (Jetland),52.67057417,-8.660067222,22/05/2017 08:31,BE,343,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608371,608371,Ennis Rd,Ennis Rd (Ennis Rd Motors),52.67240083,-8.66725,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608381,608381,Ennis Rd,Ennis Rd (Greenhills Hotel Car Park),52.67273083,-8.66817,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608391,608391,Ennis Rd,Ennis Rd (Opp Ivans Shop),52.67150333,-8.6631925,22/05/2017 08:31,BE,343,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608401,608401,Ennis Rd,Ennis Rd (Pairc Na Gael),52.669455,-8.655810833,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608411,608411,Ennis Rd,Ennis Rd (Clifton House),52.66823083,-8.65115,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608421,608421,Ennis Rd,Ennis Rd (Limerick Lawn Tennis Club),52.66692083,-8.64387,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608431,608431,Upper William Str,Upr William St (Future Sound & Vision),52.66061222,-8.620023611,22/05/2017 08:31,BE,304,304A,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608441,608441,Mulgrave St,Mulgrave St (College of Further Ed),52.65949722,-8.616622222,22/05/2017 08:31,BE,305,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608451,608451,Markets Fld Tce,Markets Field Terrace (Opp No 9),52.65963083,-8.61405,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608461,608461,Sth Claughan Rd,Sth Claughan Rd (Opp No 7),52.66095056,-8.611737778,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608471,608471,Sth Claughan Rd,Sth Claughan Rd (Opp No 25),52.66138861,-8.608255,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608481,608481,Well Field,Well Field (Opp Richmond RFC Pitch),52.66143833,-8.604643056,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608491,608491,St Patricks Rd,St Patricks Rd (Op St Brigids Church),52.65925083,-8.60206,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608501,608501,Mulgrave St,Mulgrave St (Glynns Shop),52.658805,-8.614400833,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608511,608511,Mulgrave St,Mulgrave St (Brannigans Pub),52.65735556,-8.60983,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608521,608521,Mulgrave St,Mulgrave St (Ger Malones),52.65654222,-8.607228056,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608531,608531,Mulgrave St,Mulgrave St (St Patricks Rd),52.65579028,-8.604816111,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608551,608551,Plassey Pk Rd,Plassey Pk Rd (National Tech Pk),52.67318556,-8.548498333,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608561,608561,Plassey Pk Rd,Plassey Pk Rd (Op National Tech Pk),52.67344472,-8.547566944,22/05/2017 08:31,BE,304,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608571,608571,Ballysimon Rd,Ballysimon Rd (Woodlawn Park),52.65515083,-8.60292,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608581,608581,Ballysimon Rd,Ballysimon Rd (Tubs & Tiles),52.65616111,-8.6061,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608591,608591,Mulgrave St,Mulgrave St (Munster Fair Tavern),52.65732083,-8.60986,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608601,608601,Mulgrave St,Mulgrave St (St Josephs Hosp),52.65857083,-8.61381,22/05/2017 08:31,BE,304,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608611,608611,New Rd (S Coffee),New Rd (S Coffee),52.66385083,-8.61724,22/05/2017 08:31,BE,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608621,608621,Pennywell Rd (Opp L,Pennywell Rd (Opp Laundrette),52.66425917,-8.613246944,22/05/2017 08:31,BE,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608631,608631,Clare St,Clare St (Twin Oaks B&B),52.66417083,-8.60215,22/05/2017 08:31,BE,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608641,608641,Dublin Rd Lim,Dublin Rd (Frank Hogan Motors),52.66424083,-8.60313,22/05/2017 08:31,BE,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608661,608661,Kilmallock Rd (Geor,Kilmallock Rd (Georgian Village),52.64690083,-8.59451,22/05/2017 08:31,BE,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608671,608671,Kilmallock Rd (St E,Kilmallock Rd (St Endas School Stop),52.64835083,-8.59715,22/05/2017 08:31,BE,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608681,608681,Pineview,Pineview (Delmege Gardens),52.68221083,-8.6556,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608691,608691,Pineview Gardens,Pineview Gardens,52.6827375,-8.654063056,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608701,608701,Craeval Pk,Craeval Pk (Opp Turning Circle),52.68187889,-8.650344167,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608711,608711,Moyross Main Rd,Moyross (Community Centre),52.68143444,-8.648006111,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608721,608721,Moyross Main Rd,Moyross Main Rd (The Rock),52.6803475,-8.642948889,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608731,608731,Moyross Main Rd,Moyross (Watchhouse Cross Library),52.67920694,-8.63941,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608741,608741,Hyde Rd Limerick (N,Hyde Rd Limerick (No 167),52.6552875,-8.624717222,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608771,608771,Liddy St,Liddy St (Old Dunnes Stores),52.66474306,-8.627765278,22/05/2017 08:31,BE,301,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608781,608781,The Island Rd,The Island Rd (Opp Island Rd Stores),52.66963083,-8.6218,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608791,608791,The Island Rd,The Island Rd (Stores Coal Yard),52.67213528,-8.62419,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608801,608801,St Itas St,St Itas St (Kings Island Creche),52.67347083,-8.62629,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608811,608811,St Itas St,St Itas St (No 2),52.67487139,-8.627111389,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608821,608821,St Itas St,St Itas St (No 34),52.67600694,-8.627591389,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608831,608831,St Marys Pk,St Marys Pk (At No 122 St Itas St),52.67782889,-8.628345278,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608841,608841,St Itas St,St Itas St (No 82),52.6759475,-8.627526389,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608851,608851,St Itas St,St Itas St (No 58),52.67480917,-8.627046389,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608861,608861,St Itas St,St Itas St (No 14),52.67310083,-8.625953611,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608871,608871,The Island Rd,The Island Rd (No 12),52.67208778,-8.624058056,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608881,608881,The Island Rd,The Island Rd (Island Rd Stores),52.66960083,-8.62166,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608891,608891,Clancy Strand,Clancy Strand (Opp Treaty Stone),52.66981083,-8.62832,22/05/2017 08:31,BE,303,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608941,608941,Meelick Rd,Knockalisheen Rd (Moyross Est Entrance),52.67981556,-8.638593056,22/05/2017 08:31,BE,313,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608951,608951,Meelick Rd,Knockalisheen Rd (Moyross Enterprise Cen,52.68209306,-8.641285,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608961,608961,Knocknasheen Rd,Knockalisheen Rd (No 46 Sarsfield Garden,52.68403333,-8.644366944,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608971,608971,Sarsfield Gardens,Sarsfield Gdns Lr (At Whitecross Gdns),52.68375861,-8.647041944,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608981,608981,Sarsfield Gardens,Sarsfield Gdns (Business Centre),52.68312972,-8.644388889,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608991,608991,Moyross Main Rd,Moyross (Opp Corpus Christy Church),52.68079083,-8.64433,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609001,609001,Moyross Main Rd,Moyross (Opp Community Centre),52.68139111,-8.647954167,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609011,609011,Pineview Gardens,Pineview Gardens Entrance,52.68270444,-8.6540225,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609021,609021,Fr Russell Rd,Fr Russell Rd (Op No 5 Rosebrook Est),52.6380225,-8.658496389,22/05/2017 08:31,BE,301,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609031,609031,Fr Russell Rd,Fr Russell Rd (No 4 Russell House),52.6365825,-8.666808333,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609061,609061,Ballycummin,Ballycummin (Opp No 26 Rathmore),52.62551083,-8.64554,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609071,609071,Ballycummin,Ballycummin (Opp No 7 The Forts),52.62760083,-8.6441,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609081,609081,Dooradoyle Rd,Dooradoyle Rd (Cormac Byrnes),52.63193444,-8.643343056,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609091,609091,Ballycummin (The Fo,Ballycummin (The Forts),52.62754083,-8.644053056,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609101,609101,Ballycummin (Rathmo,Ballycummin (Rathmore),52.6254,-8.64559,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609111,609111,Carew Park (Opp Swa,Carew Park (Opp Swallow Drive),52.64564194,-8.618718056,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609141,609141,O Callaghan Ave,O Callaghan Ave (Johnseys Shop),52.67299083,-8.63796,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609151,609151,O Callaghan Ave,O Callaghan Ave (No 18 Killeely Rd),52.6743125,-8.637210833,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609161,609161,O Callaghan Ave,O Callaghan Ave (No 25 Killeely Rd),52.67624417,-8.636148889,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609171,609171,Moyross (Dalgaish P,Moyross (Dalgaish Park),52.67906194,-8.64014,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609181,609181,Hennessy Ave,Hennessy Ave (No 44),52.67608139,-8.635948056,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609191,609191,O Callaghan Ave,O Callaghan Ave (Opp No 18),52.67422083,-8.6372,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609201,609201,Craeval Park,Craeval Park (Turning Circle),52.68197083,-8.65032,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609231,609231,Collins Ave,Collins Ave (Olympic Arms Galvone),52.64655083,-8.6129,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609241,609241,O Malley Pk,O Malley Pk (Southill Health Centre),52.64542083,-8.60945,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609251,609251,O Malley Pk,O Malley Pk (Castle Oaks View),52.64572806,-8.606193889,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609261,609261,O Malley Pk,O Malley Pk (Outside No 391),52.64656667,-8.603233611,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609271,609271,O Malley Pk,O Malley Pk (Opp 158 Sunny Hghts),52.64788083,-8.60292,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609281,609281,O Malley Pk,O Malley Pk (Opp Mountain View Tce),52.64805083,-8.60473,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609291,609291,O Malley Pk,O Malley Pk (Valley View),52.64739111,-8.6073,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609301,609301,Roxboro Rd,Roxboro Rd (Opp Roxboro Garda Station),52.650995,-8.615721944,22/05/2017 08:31,BE,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609311,609311,Castletroy Shopping,Castletroy Shopping Centre,52.66665611,-8.554366944,22/05/2017 08:31,BE,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609321,609321,Kileely Rd,Kileely Rd (Opp Health Centre),52.67404083,-8.63967,22/05/2017 08:31,BE,313,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609331,609331,St Nessans School,St Nessans School (Opp St Nessans),52.63131583,-8.667720278,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609341,609341,Lower Mallow St,Lower Mallow St (25),52.65988,-8.629760833,22/05/2017 08:31,BE,301,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609351,609351,Plassey PK Rd (Vist,Plassey PK Rd (Vistakon Ireland),52.67114528,-8.538934167,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609361,609361,Childers Rd,Childers Rd (No. 1 Sycamore Ave),52.64844083,-8.62208,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609371,609371,Avonmore Rd,Avonmore Rd (Eircom Building),52.62898167,-8.651441667,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609381,609381,Avonmore Rd,St Nessans Road (Opp Meadowvale Est),52.63252722,-8.657826944,22/05/2017 08:31,BE,304,301,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609391,609391,Barringtons St,Barrington St (Car Park),52.65837,-8.631596944,22/05/2017 08:31,BE,304A,304X,301,304,314,321,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
